area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_cleaned,bhk,price_per_sqft,price_in_lakhs
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Goelsn ,1495,2.0,2.0,90.0,1495.0,2,6020.066889632107,9000000.0
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,Advash ,1560,3.0,,92.0,1560.0,3,5897.4358974358975,9200000.0
Built-up  Area,Ready To Move,Kanakpura Road,4 Bedroom,ColeyNa,3500,6.0,2.0,225.0,3500.0,4,6428.571428571428,22500000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1420,2.0,2.0,75.0,1420.0,3,5281.69014084507,7500000.0
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,GolusLi,670 - 980,1.0,0.0,36.29,825.0,1,4398.787878787879,3629000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,95.84,1843.0,3,5200.217037438958,9584000.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1500,3.0,2.0,97.0,1500.0,3,6466.666666666667,9700000.0
Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,PrityFa,1366,3.0,1.0,76.85,1366.0,2,5625.915080527086,7684999.999999999
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,25.0,525.0,1,4761.9047619047615,2500000.0
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,2265,3.0,2.0,136.0,2265.0,3,6004.415011037528,13600000.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,,2200,3.0,2.0,130.0,2200.0,3,5909.090909090909,13000000.0
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,525.0,1,5714.285714285715,3000000.0
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,525.0,1,5714.285714285715,3000000.0
Super built-up  Area,20-May,Kanakpura Road,2 BHK,Soena A,1299,2.0,2.0,85.0,1299.0,2,6543.4949961508855,8500000.0
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0,1300.0,3,5307.692307692308,6900000.0
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0,700.0,2,5714.285714285715,4000000.0
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381 - 535,1.0,0.0,19.695,458.0,1,4300.218340611354,1969500.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1700,3.0,3.0,88.0,1700.0,3,5176.470588235294,8800000.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1900,3.0,1.0,99.0,1900.0,3,5210.526315789473,9900000.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1290,2.0,3.0,80.0,1290.0,2,6201.550387596899,8000000.0
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,1868,3.0,2.0,113.0,1868.0,3,6049.250535331906,11300000.0
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,PrityFa,1366,2.0,1.0,83.0,1366.0,2,6076.134699853587,8300000.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0,700.0,2,5714.285714285715,4000000.0
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,GolusLi,670,1.0,1.0,35.0,670.0,1,5223.880597014925,3500000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,525.0,1,5714.285714285715,3000000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1498,3.0,2.0,95.0,1498.0,3,6341.789052069425,9500000.0
Super built-up  Area,18-Apr,Kanakpura Road,1 BHK,PrarePa,525,2.0,,27.0,525.0,1,5142.857142857143,2700000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1665,3.0,2.0,86.91,1665.0,3,5219.81981981982,8691000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1665,3.0,2.0,86.58,1665.0,3,5200.0,8658000.0
Super built-up  Area,21-Mar,Kanakpura Road,1 BHK,GolusLi,712,1.0,1.0,38.44,712.0,1,5398.876404494382,3844000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Niacesa,1507,2.0,3.0,95.0,1507.0,3,6303.9150630391505,9500000.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,85.0,1339.0,2,6348.020911127707,8500000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Goelsn ,1900,3.0,3.0,125.0,1900.0,3,6578.9473684210525,12500000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,27.0,525.0,1,5142.857142857143,2700000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,27.5,525.0,1,5238.0952380952385,2750000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.25,525.0,1,5000.0,2625000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,525.0,1,4952.380952380952,2600000.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1050,2.0,1.0,59.0,1050.0,3,5619.047619047619,5900000.0
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1600,3.0,3.0,90.0,1600.0,3,5625.0,9000000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,2.0,,29.25,525.0,1,5571.428571428572,2925000.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,56.57,1100.0,3,5142.727272727273,5657000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,96.2,1843.0,3,5219.750406945198,9620000.0
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,41.0,700.0,2,5857.142857142857,4100000.0
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,1.0,1.0,41.0,700.0,2,5857.142857142857,4100000.0
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,PrarePa,1100,3.0,1.0,58.0,1100.0,3,5272.727272727273,5800000.0
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1140,2.0,1.0,65.0,1140.0,2,5701.754385964912,6500000.0
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0,700.0,2,5714.285714285715,4000000.0
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.01,525.0,1,4954.285714285715,2601000.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1698,2.0,1.0,105.0,1698.0,2,6183.745583038869,10500000.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0,1300.0,3,5307.692307692308,6900000.0
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,PrarePa,1300,3.0,1.0,69.0,1300.0,3,5307.692307692308,6900000.0
Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,PrarePa,1300,3.0,1.0,69.0,1300.0,3,5307.692307692308,6900000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,2.0,,27.0,525.0,1,5142.857142857143,2700000.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,58.0,1100.0,3,5272.727272727273,5800000.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300,2.0,3.0,69.0,1300.0,3,5307.692307692308,6900000.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoestSu,2000,3.0,3.0,105.0,2000.0,3,5250.0,10500000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,95.0,1843.0,3,5154.639175257732,9500000.0
Super built-up  Area,18-May,Kanakpura Road,1 BHK,Maionus,850,1.0,1.0,37.32,850.0,1,4390.588235294118,3732000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,525.0,1,5714.285714285715,3000000.0
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938,3.0,3.0,105.0,1938.0,3,5417.956656346749,10500000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,96.2,1843.0,3,5219.750406945198,9620000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,525.0,1,4952.380952380952,2600000.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622,3.0,,95.0,1622.0,3,5856.966707768187,9500000.0
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,58.0,957.0,2,6060.606060606061,5800000.0
Built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,56.0,957.0,2,5851.619644723093,5600000.0
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,,3000,4.0,0.0,200.0,3000.0,4,6666.666666666667,20000000.0
Super built-up  Area,19-Jul,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,89.0,1536.0,3,5794.270833333333,8900000.0
Super built-up  Area,Ready To Move,Kannamangala,3 BHK,Sonue A,1574,3.0,1.0,93.34,1574.0,3,5930.114358322745,9334000.0
Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,104.0,1536.0,3,6770.833333333333,10400000.0
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,2.0,54.5,957.0,2,5694.879832810867,5450000.0
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,55.0,957.0,2,5747.126436781609,5500000.0
Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957,2.0,2.0,56.0,957.0,2,5851.619644723093,5600000.0
Plot  Area,Ready To Move,Kannur,6 Bedroom,,3Cents,6.0,3.0,75.0,121.4058,6,61776.29075381901,7500000.0
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,180.0,2500.0,3,7200.0,18000000.0
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,190.0,2500.0,3,7600.0,19000000.0
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1962,3.0,2.0,175.0,1962.0,3,8919.469928644241,17500000.0
Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,AjityIn,1057,2.0,1.0,65.0,1057.0,2,6149.479659413434,6500000.0
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354,2.0,1.0,98.0,1354.0,3,7237.81388478582,9800000.0
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1945,3.0,3.0,115.0,1945.0,3,5912.596401028278,11500000.0
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,165.0,1960.0,3,8418.367346938776,16500000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1563.05,3.0,1.0,105.0,1563.05,3,6717.635392341896,10500000.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1717,3.0,3.0,99.0,1717.0,3,5765.87070471753,9900000.0
Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,Vaidsi ,3260,4.0,1.0,240.0,3260.0,4,7361.963190184049,24000000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Salisal,1349,2.0,2.0,78.0,1349.0,2,5782.060785767235,7800000.0
Super built-up  Area,18-Feb,Kasavanhalli,2 BHK,Brersge,1121,2.0,2.0,78.0,1121.0,2,6958.07314897413,7800000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1200,2.0,1.0,78.0,1200.0,2,6500.0,7800000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1555,3.0,2.0,82.5,1555.0,3,5305.4662379421225,8250000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1476,3.0,0.0,89.0,1476.0,3,6029.810298102981,8900000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1493,3.0,2.0,82.0,1493.0,3,5492.297387809779,8200000.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719,3.0,2.0,116.0,1719.0,3,6748.109365910413,11600000.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,2170,3.0,2.0,151.0,2170.0,3,6958.52534562212,15100000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1450,3.0,,77.41,1450.0,3,5338.620689655172,7741000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3.0,1.0,95.0,1476.0,3,6436.314363143631,9500000.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2100,3.0,3.0,110.0,2100.0,3,5238.0952380952385,11000000.0
Super built-up  Area,19-Jan,Kasavanhalli,3 BHK,,1787,3.0,2.0,123.0,1787.0,3,6883.044208170118,12300000.0
Super built-up  Area,18-Aug,Kasavanhalli,3 BHK,,1691,3.0,2.0,104.0,1691.0,3,6150.206978119456,10400000.0
Super built-up  Area,18-Oct,Kasavanhalli,4 BHK,,4260,4.0,3.0,272.0,4260.0,4,6384.976525821597,27200000.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2111,4.0,3.0,120.0,2111.0,3,5684.509711037423,12000000.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1667,3.0,2.0,92.0,1667.0,3,5518.896220755849,9200000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Esree8 ,1494,3.0,2.0,82.0,1494.0,3,5488.621151271754,8200000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1555,3.0,3.0,82.0,1555.0,3,5273.311897106109,8200000.0
Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,Srire S,770,1.0,1.0,43.82,770.0,1,5690.909090909091,4382000.0
Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4260,4.0,2.0,333.0,4260.0,4,7816.901408450704,33300000.0
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,83.0,1495.0,2,5551.8394648829435,8300000.0
Plot  Area,Immediate Possession,Kasavanhalli,2 BHK,,5000,2.0,,400.0,5000.0,2,8000.0,40000000.0
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,Vaidsi ,4000,4.0,2.0,325.0,4000.0,4,8125.0,32500000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Conixt ,1225,2.0,1.0,69.0,1225.0,3,5632.65306122449,6900000.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,1917,3.0,2.0,132.0,1917.0,3,6885.758998435055,13200000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1375,2.0,1.0,78.0,1375.0,2,5672.727272727273,7800000.0
Plot  Area,18-May,Kasavanhalli,4 Bedroom,,4408,4.0,2.0,344.0,4408.0,4,7803.992740471869,34400000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Salisal,1309,2.0,2.0,95.0,1309.0,2,7257.448433919022,9500000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3.0,0.0,105.0,1476.0,3,7113.821138211382,10500000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1158,2.0,2.0,67.0,1158.0,2,5785.837651122625,6700000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Ocrda M,1214,2.0,3.0,67.0,1214.0,2,5518.945634266886,6700000.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,2110,4.0,3.0,120.0,2110.0,3,5687.203791469195,12000000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,110.0,1495.0,2,7357.859531772575,11000000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,68.0,1100.0,2,6181.818181818182,6800000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1715,3.0,3.0,112.0,1715.0,3,6530.6122448979595,11200000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,65.0,1100.0,2,5909.090909090909,6500000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1819,3.0,1.0,150.0,1819.0,3,8246.289169873557,15000000.0
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1585,2.0,2.0,90.0,1585.0,2,5678.233438485804,9000000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,80.0,1245.0,2,6425.70281124498,8000000.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,2035,3.0,2.0,142.0,2035.0,3,6977.886977886978,14200000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1747,3.0,1.0,110.0,1747.0,3,6296.508299942759,11000000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1377,2.0,2.0,80.0,1377.0,2,5809.731299927378,8000000.0
Built-up  Area,18-May,Kasavanhalli,2 BHK,Brersge,1121,2.0,2.0,75.0,1121.0,2,6690.454950936663,7500000.0
Built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,Kantsce,1925,3.0,,125.0,1925.0,3,6493.506493506494,12500000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1567,2.0,2.0,92.0,1567.0,2,5871.091257179323,9200000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1565,3.0,2.0,88.5,1565.0,3,5654.952076677317,8850000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GradeMR,1080,2.0,2.0,80.0,1080.0,2,7407.407407407408,8000000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,2.0,65.0,1101.0,2,5903.723887375114,6500000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,,1500,2.0,3.0,80.0,1500.0,3,5333.333333333333,8000000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,Radenta,1896,3.0,1.0,125.0,1896.0,4,6592.827004219409,12500000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,GoratAr,1570,3.0,2.0,110.0,1570.0,3,7006.369426751592,11000000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1000,2.0,0.0,58.0,1000.0,2,5800.0,5800000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,2.0,66.0,1101.0,2,5994.550408719346,6600000.0
Plot  Area,Ready To Move,Kathreguppe,4 Bedroom,,3200,4.0,2.0,1200.0,3200.0,4,37500.0,120000000.0
Plot  Area,Ready To Move,Kathreguppe,8 Bedroom,,1200,8.0,3.0,250.0,1200.0,8,20833.333333333332,25000000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1400,2.0,2.0,77.0,1400.0,3,5500.0,7700000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250,2.0,1.0,68.75,1250.0,3,5500.0,6875000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1245,2.0,2.0,68.48,1245.0,3,5500.401606425703,6848000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2.0,1.0,87.01,1350.0,3,6445.185185185185,8701000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2.0,2.0,80.99,1350.0,3,5999.259259259258,8098999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1365,2.0,2.0,75.08,1365.0,3,5500.3663003663005,7508000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99,1300.0,3,5999.230769230769,7798999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1350,2.0,1.0,80.99,1350.0,3,5999.259259259258,8098999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,2.0,76.45,1390.0,3,5500.0,7645000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,3.0,78.3,1350.0,3,5800.0,7830000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250,2.0,2.0,68.75,1250.0,3,5500.0,6875000.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99,1300.0,3,5999.230769230769,7798999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1335,2.0,3.0,73.43,1335.0,3,5500.374531835207,7343000.000000001
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99,1300.0,3,5999.230769230769,7798999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,3.0,77.99,1300.0,3,5999.230769230769,7798999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1335,2.0,2.0,73.43,1335.0,3,5500.374531835207,7343000.000000001
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,1350.0,3,5999.259259259258,8098999.999999999
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,1350.0,3,5999.259259259258,8098999.999999999
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,,2100,4.0,,155.0,2100.0,4,7380.952380952381,15500000.0
Plot  Area,Ready To Move,Kattigenahalli,2 Bedroom,,1200,1.0,0.0,70.0,1200.0,2,5833.333333333333,7000000.0
Built-up  Area,Ready To Move,Kaval Byrasandra,1 BHK,,480,1.0,1.0,25.0,480.0,1,5208.333333333333,2500000.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,1450,3.0,2.0,75.0,1450.0,3,5172.413793103448,7500000.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1025,2.0,1.0,60.0,1025.0,2,5853.658536585366,6000000.0
Built-up  Area,Ready To Move,Kaval Byrasandra,3 Bedroom,,2700,3.0,2.0,200.0,2700.0,3,7407.407407407408,20000000.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,1400,3.0,2.0,75.0,1400.0,3,5357.142857142857,7500000.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Dural C,1265,2.0,3.0,70.0,1265.0,2,5533.596837944664,7000000.0
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,,1012,2.0,1.0,59.0,1012.0,2,5830.0395256917,5900000.0
Super built-up  Area,Ready To Move,Kaverappa Layout,3 BHK,,1540,3.0,3.0,85.0,1540.0,3,5519.480519480519,8500000.0
Super built-up  Area,Ready To Move,Kaveri Nagar,3 BHK,Roiti A,1900,3.0,3.0,155.0,1900.0,3,8157.894736842105,15500000.0
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1015,2.0,2.0,58.0,1015.0,2,5714.285714285715,5800000.0
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,715,1.0,1.0,45.0,715.0,1,6293.706293706294,4500000.0
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0,1280.0,3,5390.625,6900000.0
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1410,2.0,2.0,73.0,1410.0,3,5177.304964539007,7300000.0
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,700,1.0,1.0,35.0,700.0,1,5000.0,3500000.0
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1720,3.0,,100.0,1720.0,3,5813.953488372093,10000000.0
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1015,2.0,2.0,60.0,1015.0,2,5911.330049261083,6000000.0
Plot  Area,Ready To Move,Kenchenhalli,4 Bedroom,,1350,4.0,1.0,90.0,1350.0,4,6666.666666666667,9000000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,,600,1.0,1.0,15.0,600.0,1,2500.0,1500000.0
Plot  Area,Ready To Move,Kengeri,4 Bedroom,Goardth,2894,4.0,1.0,245.0,2894.0,4,8465.791292328957,24500000.0
Built-up  Area,18-Mar,Kengeri,1 BHK,,340,1.0,1.0,10.0,340.0,1,2941.176470588235,1000000.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1025,2.0,2.0,57.0,1025.0,2,5560.975609756098,5700000.0
Plot  Area,Ready To Move,Kengeri,4 Bedroom,,1125,2.0,1.0,88.0,1125.0,4,7822.222222222223,8800000.0
Plot  Area,Ready To Move,Kengeri,4 Bedroom,,2400,5.0,2.0,253.0,2400.0,4,10541.666666666666,25300000.0
Plot  Area,Ready To Move,Kengeri,3 Bedroom,,3500,5.0,0.0,275.0,3500.0,3,7857.142857142857,27500000.0
Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,19.5,416.0,1,4687.5,1950000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,,502,1.0,1.0,25.0,502.0,1,4980.0796812749,2500000.0
Plot  Area,Ready To Move,Kengeri,3 Bedroom,,1200,3.0,1.0,67.0,1200.0,3,5583.333333333333,6700000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,,500,1.0,1.0,17.0,500.0,1,3400.0,1700000.0
Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,22.5,540.0,1,4166.666666666667,2250000.0
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,400,2.0,1.0,25.0,400.0,1,6250.0,2500000.0
Built-up  Area,Ready To Move,Kengeri,4 Bedroom,Unuil T,2540,4.0,0.0,160.0,2540.0,4,6299.212598425197,16000000.0
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,18.0,416.0,1,4326.923076923077,1800000.0
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,1200,1.0,1.0,14.0,1200.0,1,1166.6666666666667,1400000.0
Built-up  Area,Ready To Move,Kengeri,2 BHK,,883,2.0,0.0,49.0,883.0,2,5549.263873159683,4900000.0
Plot  Area,Ready To Move,Kengeri,1 Bedroom,,1150,1.0,0.0,52.0,1150.0,1,4521.739130434783,5200000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,KHnumla,600,1.0,1.0,35.0,600.0,1,5833.333333333333,3500000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,,410,1.0,1.0,15.0,410.0,1,3658.5365853658536,1500000.0
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,400,1.0,1.0,25.0,400.0,1,6250.0,2500000.0
Super built-up  Area,19-Dec,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,17.19,416.0,1,4132.211538461539,1719000.0000000002
Built-up  Area,Ready To Move,Kengeri,1 BHK,,550,1.0,1.0,16.75,550.0,1,3045.4545454545455,1675000.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,,930,1.0,1.0,30.0,930.0,1,3225.8064516129034,3000000.0
